,date,catch.volume,id.ves,id.own,lower_bond,upper_bond,anomalies
13,2022-04-27,0.469,1543,1106,-4.2268523946023056,8.519852394602305,0
14,2022-04-30,1.94,1543,1106,-4.594852394602305,8.151852394602304,0
15,2022-05-01,2.112,1543,1106,-4.669102394602305,8.077602394602305,0
16,2022-05-02,5.719,1543,1106,-3.813352394602305,8.933352394602306,0
17,2022-05-03,6.024,1543,1106,-2.4246023946023048,10.322102394602306,0
18,2022-05-04,4.778,1543,1106,-1.7151023946023054,11.031602394602306,0
19,2022-05-05,5.4,1543,1106,-0.8931023946023053,11.853602394602305,0
20,2022-05-06,6.089,1543,1106,-0.8006023946023051,11.946102394602306,0
21,2022-05-07,4.009,1543,1106,-1.3043523946023052,11.442352394602306,0
22,2022-05-08,6.245,1543,1106,-0.9376023946023047,11.809102394602306,0
23,2022-05-09,0.295,1543,1106,-2.2138523946023048,10.532852394602305,0
24,2022-05-26,0.448,1543,1106,-3.624102394602305,9.122602394602305,0
0,2022-01-06,0.488,763,1263,,,0
1,2022-01-08,1.859,763,1263,,,0
2,2022-01-09,1.058,763,1263,,,0
3,2022-01-10,2.157,763,1263,-3.5733283836545455,6.354328383654546,0
4,2022-01-14,0.48,763,1263,-3.5753283836545457,6.352328383654546,0
5,2022-01-15,1.735,763,1263,-3.606328383654546,6.321328383654546,0
6,2022-01-16,0.992,763,1263,-3.6228283836545456,6.304828383654546,0
7,2022-01-17,0.083,763,1263,-4.141328383654546,5.786328383654546,0
8,2022-01-21,0.372,763,1263,-4.168328383654545,5.759328383654546,0
9,2022-01-22,1.686,763,1263,-4.180578383654546,5.747078383654546,0
10,2022-01-24,0.438,763,1263,-4.319078383654546,5.608578383654546,0
11,2022-04-22,2.995,763,1263,-3.591078383654546,6.336578383654546,0
12,2022-04-23,1.743,763,1263,-3.2483283836545453,6.679328383654546,0
13,2022-04-24,7.458,763,1263,-1.8053283836545457,8.122328383654546,0
14,2022-04-25,7.323,763,1263,-0.08407838365454534,9.843578383654545,0
15,2022-04-26,7.793,763,1263,1.1154216163454542,11.043078383654546,0
16,2022-04-27,4.894,763,1263,1.903171616345455,11.830828383654547,0
17,2022-04-28,1.99,763,1263,0.5361716163454551,10.463828383654548,0
18,2022-04-29,6.086,763,1263,0.2269216163454546,10.154578383654545,0
19,2022-04-30,7.554,763,1263,0.1671716163454544,10.094828383654546,0
20,2022-05-01,4.694,763,1263,0.11717161634545459,10.044828383654547,0
21,2022-05-02,8.53,763,1263,1.7521716163454544,11.679828383654545,0
22,2022-05-03,5.573,763,1263,1.623921616345454,11.551578383654546,0
23,2022-05-04,7.42,763,1263,1.5904216163454539,11.518078383654546,0
24,2022-05-05,4.269,763,1263,1.4841716163454537,11.411828383654544,0
25,2022-05-09,1.356,763,1263,-0.3093283836545453,9.618328383654546,0
26,2022-05-10,7.487,763,1263,0.1691716163454542,10.096828383654547,0
27,2022-05-11,4.552,763,1263,-0.5478283836545454,9.379828383654546,0
28,2022-05-12,7.629,763,1263,0.2921716163454544,10.219828383654546,0
29,2022-05-13,4.112,763,1263,0.9811716163454536,10.908828383654544,0
30,2022-05-14,5.67,763,1263,0.5269216163454544,10.454578383654546,0
31,2022-05-15,3.792,763,1263,0.33692161634545403,10.264578383654545,0
32,2022-05-16,5.706,763,1263,-0.14382838365454553,9.783828383654546,0
33,2022-05-17,2.765,763,1263,-0.48057838365454586,9.447078383654546,0
0,2022-01-06,1.34,281,1263,,,0
1,2022-01-07,6.98,281,1263,,,0
2,2022-01-08,2.357,281,1263,,,0
3,2022-01-10,10.685,281,1263,-0.31476181237555867,10.995761812375559,0
4,2022-01-11,8.102,281,1263,1.3757381876244414,12.686261812375559,0
5,2022-01-12,10.04,281,1263,2.140738187624441,13.45126181237556,0
6,2022-01-13,10.848,281,1263,4.263488187624442,15.57401181237556,0
7,2022-01-14,0.137,281,1263,1.6264881876244406,12.937011812375559,1
8,2022-01-26,0.12,281,1263,-0.36901181237555924,10.941511812375559,0
9,2022-01-27,0.827,281,1263,-2.672261812375559,8.638261812375559,0
